Amazon,Alibaba,Asos,Ebay,Zalando
0.050177111647429676,0.07625338922337668,0.2908094648656605,0.3895931336820741,0.32460517894681185
0.059773476982836526,0.09026695683747996,0.2955731410797142,0.37347464971527994,0.3329176830257413
0.07447733887745002,0.10909162520980907,0.32108890666731,0.40194562311443566,0.3491271730004585
0.07706942771233284,0.1089389149730843,0.33570486058102483,0.41128528517823865,0.36855775136922714
0.0791386816809729,0.102905841000502,0.33873595722009664,0.417160296373533,0.37209058740330647
0.06724311928199483,0.08255377894036692,0.34310073638036,0.40827253433678595,0.35806317235944346
0.07034975674546522,0.09129788202962334,0.36674329016512003,0.38883990833456505,0.3509974606539498
0.08278729922913933,0.11684296610007537,0.3781268636785747,0.3972756854720847,0.3360349216020087
0.0809671001616351,0.12176867236598439,0.3882228427320393,0.40510898688021435,0.3437240096755528
0.0658033520771593,0.1055404858667579,0.39390191605120334,0.39079823868757746,0.3394638285436337
0.06640554103384981,0.10794609450998251,0.39992773024956746,0.39727589041329014,0.24916875058304042
0.0635233670565386,0.11779756530591222,0.39863042680815536,0.39592002688633404,0.24636325964680084
0.07253124245718488,0.14380083835065022,0.3785039451247186,0.40691678027019207,0.24480464035866714
0.06187834840849441,0.1365459076919348,0.37389667823332945,0.40510908145257535,0.22599751763261894
0.04777386884168822,0.11924857474329997,0.3548613913399586,0.39742653456126703,0.21061926221086075
0.03990190965702193,0.0912215560433168,0.3395846642790367,0.3918527501512052,0.23399831370885574
0.030250781646143973,0.08327928365906079,0.31957942646116283,0.3575067868213414,0.2361803886397099
0.029941484460765066,0.099889274882155,0.31715454914990543,0.3647374599968027,0.2484413658478657
0.021201809179707914,0.048684559497679455,0.31002783118005345,0.3445516947673474,0.2486492240327742
0.01675123084041428,0.03722936902763723,0.328915204109504,0.3516318122631058,0.2559227146485063
0.026968963763213543,0.018977436873165554,0.3381842917116749,0.3588626171064075,0.2638196212696239
0.013250462492345254,0.007178604672408867,0.34431317503598874,0.33807422653876373,0.25457191390794615
0.006727890380025569,0.031616321036187604,0.3205493773856658,0.3221064311249385,
0.0203450857131096,0.043376990243791026,0.31181981906513906,0.3347601027276262,0.2584164579447182
0.023552995702115637,0.04815004453708697,0.3068561023131278,0.3288851204190753,0.2587281659474109
0.012733140647123085,0.0,0.3109711120061989,0.3139717914222997,0.25311718407493167
0.01610253203365923,0.01183705345802164,0.3149721595697737,0.3224076022939339,0.25031169313869206
0.018218362676861055,0.02199400299151255,0.31436594024195935,0.32993973547477484,0.24573984364141538
0.024587639392559976,0.06701293416668104,0.3350986412532105,0.3510293482753544,0.25737740484418575
0.021461856710636294,0.06579096095232458,0.35042628126549175,0.3442504426702475,0.2577930419393327
0.03601790281740099,0.08606669702615313,0.3624997548704195,0.35057733835279986,0.2723399835334619
0.04688159474256932,0.09381803791641943,0.4585248963962141,0.35645226716059497,0.27327514717887513
0.053480814553199384,0.10279123549281884,0.5527313799385656,0.36534025397352654,0.2812759432551119
0.043164548909250464,0.0699912207636514,0.5518826728796254,0.3611221323143296,0.2679758733090886
0.045272160139294325,0.0682729538459674,0.554084450822048,0.3630803823002594,0.2587282055847459
0.04551850864829278,0.06766199637084501,0.5836485656570979,0.3633818012854711,0.27327514717887513
0.03464389091782912,0.04681352407915902,0.5866796622961696,0.355096512893076,0.2601828561430903
0.04465082596415053,0.061323501924813194,0.6012289261637143,0.26697212526796776,0.25914380304255785
0.020180864511193504,0.07556610576194775,0.6205067007882109,0.26034402610942575,0.2615336568836505
0.037148339424609,0.11130630235904397,0.6139595320478158,0.2704368823572718,0.2669368202085562
0.040326178389866414,0.10034752212055265,0.5957729522133851,0.26923183630096853,0.2634039841744769
0.042704729543885385,0.0951392349129744,0.587570816548278,0.26757449891925744,0.2557148564635978
0.048720939028526845,0.10630421184271673,0.5857097113716667,0.2541676999031291,0.22693268127803215
0.0539707383545617,0.119439447973178,0.5657044735537928,0.2494978367648247,0.21913962447469879
0.06311553715001003,0.1279926778325564,0.5432016002651026,0.2502511633126469,0.23212798641802931
0.05988022911714415,0.13979151003331308,0.5369696774153921,0.2553728575074014,0.21810061101150138
0.056275415026904876,0.1538814036337229,0.5145395622862609,0.25341445022899567,0.19648795771187855
0.05581011605276783,0.1751117389133883,0.508787760408091,0.245279738749343,0.19503326751619912
0.04884139018476439,0.17766999952922596,0.48956332598030927,0.2383505396886093,0.17913548554417472
0.044245735862007946,0.1591125886371931,0.489805813711435,0.24286969397319955,0.1704073047327632
0.047256580408714666,0.1752262278928481,0.4956255192584529,0.2443760038239998,0.16323774320948536
0.03745489680560193,0.151872923175739,0.49489805606507564,0.2312703854089967,0.16812137998412485
0.03576610811187918,0.1486158428043589,0.47915452828151545,0.23353011051064462,0.18048628628473493
0.029851171152773363,0.1619382815256621,0.49004830144256073,0.25085352948679035,0.19576061261403885
0.024888717164780923,0.16892589643996955,0.5052813676876367,0.24527993423141609,0.19628013916430506
0.03236113268057383,0.16678760354115288,0.4980503965697103,0.2451292872607385,0.1973191922648375
0.030425962065604016,0.14456450606249735,0.472532203736759,0.23910360375962417,0.19139650238966557
0.0251131806509401,0.1511703745170488,0.45200925224488747,0.2392542868985023,0.1855777416069479
0.025167943326411205,0.16730306613722457,0.466163259926675,0.2392543545297195,0.19347464822806545
0.039737688455105835,0.19741116237835035,0.4847135713577944,0.26742397682427665,0.197527050449746
0.051978132084232014,0.21818319215550644,0.4950192999306385,0.2591389024077404,0.2081255189146489
